Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2080 PORTOBELLO BOULEVARD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,80 LARKIN DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,145 WOODRIDGE CRESCENT,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,185 OWL DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,40 CASSIDY ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,3770 OLD RICHMOND ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,199 BERRIGAN DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,3810 6TH STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,19 PARKFIELD CRESCENT,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,63 BLUEGRASS DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,535 DOVERCOURT AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,824 BROOKFIELD ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,975 ORLEANS BOULEVARD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,250 CAMBRIDGE STREET NORTH,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,900 CANTEBURY AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1660 PRINCE OF WALES DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1401 MATHESON ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,55 MCCURDY DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2630 GREY'S CREEK ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2760 CEDARVIEW ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,376 GLOUCESTER STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,8 REDPINE DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,260 LEAMINGTON WAY,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2605 ALTA VISTA DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,345 RAVENHILL AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1300 KITCHENER AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2381 OGILVIE ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1445 WOODROFFE AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1149 GLADSTONE AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1708 GREY NUNS DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,31 MOODIE DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,595 MOODIE DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,919 WOODROFFE AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,100 BREEZEHILL AVENUE NORTH,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1310 PEBBLE ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1610 PRESTWICK DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,4 THE PARKWAY,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,310 ELGIN STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,15 DENIVERVILLE DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,20 ROSSLAND AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,49 IONA STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2681 INNES ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,679 DEANCOURT CRESCENT,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,75 WATERBRIDGE DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1801 FEATHERSTON DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,777 FIELDING DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,73 FIRST AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,250 HOLLAND AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1570 FOREST VALLEY DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1453 STITTSVILLE MAIN STREET,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1025 HARKNESS AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,28 ARLINGTON AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,212 GLEBE AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,182 MORRENA ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,46 CENTREPARK DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2060 OGILVIE ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2176 HUNTLEY ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2625 DRAPER AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,7066 PARKWAY ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,168 GREENBANK ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2158 ST. LAURENT BOULEVARD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1750 SUNVIEW DRIVE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,2105 KENDER AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1375 COLONIAL ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,1900 DAUPHIN ROAD,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
,,,Annual fire extinguisher & fire hose Inspection-OTTAWA-CARLETON DISTRICT SCHOOL BOARD,15-033,,AI,NA,,09/19/2021,09/19/2016,01/01/2021,,,,,,,,,,407 HILSON AVENUE,,,,,,,0,,,,,,,01/01/2021,,,,,,,,,,,,01/01/2021,,,,01/01/2021,,,,,,,,01/01/2021,,
